,District,School_DBN,School_Name,Year,% Female,% Male,% Asian,% Black,% Hispanic,% White,% Poverty
7998,24,24Q293,Civic Leadership Academy,2021-22,0.54,0.46,0.16,0.04,0.73,0.04,80.1
7999,24,24Q296,Pan American International High School,2017-18,0.47,0.53,0.0,0.0,1.0,0.0,90.9
8000,24,24Q296,Pan American International High School,2018-19,0.45,0.55,0.0,0.0,0.99,0.0,86.5
8001,24,24Q296,Pan American International High School,2019-20,0.44,0.56,0.0,0.01,0.98,0.0,76.9
8002,24,24Q296,Pan American International High School,2020-21,0.44,0.56,0.0,0.01,0.98,0.0,95.0
8003,24,24Q296,Pan American International High School,2021-22,0.48,0.52,0.0,0.0,0.99,0.0,86.0
8004,24,24Q299,Bard High School Early College Queens,2017-18,0.63,0.37,0.34,0.11,0.19,0.34,41.6
8005,24,24Q299,Bard High School Early College Queens,2018-19,0.62,0.38,0.36,0.1,0.19,0.32,43.5
8006,24,24Q299,Bard High School Early College Queens,2019-20,0.64,0.36,0.34,0.12,0.21,0.31,46.9
8007,24,24Q299,Bard High School Early College Queens,2020-21,0.63,0.37,0.32,0.14,0.22,0.28,56.1
8008,24,24Q299,Bard High School Early College Queens,2021-22,0.63,0.37,0.31,0.16,0.26,0.25,54.5
8009,24,24Q305,Learners and Leaders,2017-18,0.47,0.53,0.08,0.02,0.78,0.12,87.5
8010,24,24Q305,Learners and Leaders,2018-19,0.48,0.52,0.08,0.02,0.76,0.13,84.6
8011,24,24Q305,Learners and Leaders,2019-20,0.48,0.52,0.07,0.02,0.78,0.13,83.2
8012,24,24Q305,Learners and Leaders,2020-21,0.49,0.51,0.08,0.02,0.75,0.14,84.0
8013,24,24Q305,Learners and Leaders,2021-22,0.5,0.5,0.08,0.01,0.77,0.11,85.4
8014,24,24Q307,Pioneer Academy,2017-18,0.49,0.51,0.02,0.01,0.95,0.02,95.0
8015,24,24Q307,Pioneer Academy,2018-19,0.5,0.5,0.02,0.01,0.95,0.01,95.0
8016,24,24Q307,Pioneer Academy,2019-20,0.51,0.49,0.02,0.01,0.95,0.01,94.6
8017,24,24Q307,Pioneer Academy,2020-21,0.52,0.48,0.02,0.01,0.96,0.01,89.7
8018,24,24Q307,Pioneer Academy,2021-22,0.52,0.48,0.01,0.01,0.97,0.01,92.1
8019,24,24Q311,Corona Arts & Sciences Academy,2017-18,0.5,0.5,0.02,0.01,0.96,0.0,95.0
8020,24,24Q311,Corona Arts & Sciences Academy,2018-19,0.51,0.49,0.01,0.02,0.96,0.0,95.0
8021,24,24Q311,Corona Arts & Sciences Academy,2019-20,0.51,0.49,0.01,0.02,0.97,0.0,95.0
8022,24,24Q311,Corona Arts & Sciences Academy,2020-21,0.48,0.52,0.02,0.01,0.96,0.0,95.0
8023,24,24Q311,Corona Arts & Sciences Academy,2021-22,0.48,0.52,0.02,0.01,0.97,0.0,95.0
8024,24,24Q330,Helen M. Marshall School,2017-18,0.48,0.52,0.09,0.04,0.86,0.01,94.1
8025,24,24Q330,Helen M. Marshall School,2018-19,0.51,0.49,0.06,0.04,0.89,0.01,93.8
8026,24,24Q330,Helen M. Marshall School,2019-20,0.5,0.5,0.05,0.04,0.9,0.0,93.7
8027,24,24Q330,Helen M. Marshall School,2020-21,0.5,0.5,0.02,0.03,0.93,0.0,95.0
8028,24,24Q330,Helen M. Marshall School,2021-22,0.49,0.51,0.03,0.03,0.92,0.01,91.6
8029,24,24Q331,Mosaic Pre-K Center,2017-18,0.5,0.5,0.21,0.02,0.7,0.06,75.0
8030,24,24Q331,Mosaic Pre-K Center,2018-19,0.52,0.48,0.2,0.02,0.7,0.06,75.6
8031,24,24Q331,Mosaic Pre-K Center,2019-20,0.46,0.54,0.16,0.03,0.74,0.05,74.5
8032,24,24Q331,Mosaic Pre-K Center,2020-21,0.51,0.49,0.21,0.02,0.72,0.04,66.4
8033,24,24Q331,Mosaic Pre-K Center,2021-22,0.51,0.49,0.2,0.01,0.65,0.12,54.3
8034,24,24Q343,The Children's Lab School,2017-18,0.46,0.54,0.3,0.0,0.56,0.13,82.9
8035,24,24Q343,The Children's Lab School,2018-19,0.49,0.51,0.28,0.0,0.58,0.12,83.0
8036,24,24Q343,The Children's Lab School,2019-20,0.5,0.5,0.28,0.01,0.57,0.13,78.9
8037,24,24Q343,The Children's Lab School,2020-21,0.48,0.52,0.29,0.01,0.54,0.13,77.8
8038,24,24Q343,The Children's Lab School,2021-22,0.49,0.51,0.25,0.0,0.54,0.16,71.6
8039,24,24Q455,Newtown High School,2017-18,0.39,0.61,0.26,0.07,0.58,0.06,81.5
8040,24,24Q455,Newtown High School,2018-19,0.39,0.61,0.25,0.08,0.6,0.05,78.1
8041,24,24Q455,Newtown High School,2019-20,0.41,0.59,0.25,0.07,0.6,0.05,77.9
8042,24,24Q455,Newtown High School,2020-21,0.41,0.59,0.24,0.07,0.61,0.05,76.8
8043,24,24Q455,Newtown High School,2021-22,0.42,0.58,0.23,0.06,0.64,0.05,72.5
8044,24,24Q485,Grover Cleveland High School,2017-18,0.43,0.57,0.1,0.06,0.64,0.19,73.4
8045,24,24Q485,Grover Cleveland High School,2018-19,0.44,0.56,0.1,0.06,0.64,0.18,72.0
8046,24,24Q485,Grover Cleveland High School,2019-20,0.45,0.55,0.09,0.06,0.65,0.18,73.9
8047,24,24Q485,Grover Cleveland High School,2020-21,0.45,0.55,0.09,0.06,0.64,0.18,74.5
8048,24,24Q485,Grover Cleveland High School,2021-22,0.44,0.56,0.08,0.05,0.68,0.17,71.7
8049,24,24Q520,Middle College High School at LaGuardia Community,2017-18,0.49,0.51,0.09,0.02,0.78,0.1,71.0
8050,24,24Q520,Middle College High School at LaGuardia Community,2018-19,0.53,0.47,0.08,0.03,0.82,0.07,71.9
8051,24,24Q520,Middle College High School at LaGuardia Community,2019-20,0.55,0.45,0.09,0.03,0.81,0.06,75.9
8052,24,24Q520,Middle College High School at LaGuardia Community,2020-21,0.53,0.47,0.09,0.03,0.8,0.07,75.0
8053,24,24Q520,Middle College High School at LaGuardia Community,2021-22,0.53,0.47,0.1,0.03,0.8,0.06,71.2
8054,24,24Q530,International High School at LaGuardia Community C,2017-18,0.54,0.46,0.27,0.02,0.58,0.12,71.0
8055,24,24Q530,International High School at LaGuardia Community C,2018-19,0.53,0.47,0.23,0.03,0.64,0.1,70.0
8056,24,24Q530,International High School at LaGuardia Community C,2019-20,0.56,0.44,0.2,0.02,0.68,0.1,72.4
8057,24,24Q530,International High School at LaGuardia Community C,2020-21,0.53,0.47,0.19,0.02,0.71,0.08,70.2
8058,24,24Q530,International High School at LaGuardia Community C,2021-22,0.53,0.47,0.12,0.01,0.79,0.07,64.1
8059,24,24Q550,High School for Arts and Business,2017-18,0.56,0.44,0.09,0.08,0.76,0.05,72.5
8060,24,24Q550,High School for Arts and Business,2018-19,0.53,0.47,0.09,0.08,0.76,0.05,71.3
8061,24,24Q550,High School for Arts and Business,2019-20,0.52,0.48,0.1,0.06,0.75,0.05,74.6
8062,24,24Q550,High School for Arts and Business,2020-21,0.53,0.47,0.12,0.06,0.74,0.05,72.5
8063,24,24Q550,High School for Arts and Business,2021-22,0.56,0.44,0.12,0.06,0.74,0.05,74.8
8064,24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2017-18,0.45,0.55,0.24,0.04,0.55,0.15,77.6
8065,24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2018-19,0.46,0.54,0.23,0.05,0.54,0.16,73.8
8066,24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2019-20,0.46,0.54,0.23,0.05,0.52,0.18,70.4
8067,24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2020-21,0.43,0.57,0.24,0.05,0.51,0.16,74.6
8068,24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",2021-22,0.44,0.56,0.2,0.05,0.54,0.16,72.1
8069,24,24Q585,Maspeth High School,2017-18,0.51,0.49,0.18,0.01,0.43,0.32,64.5
8070,24,24Q585,Maspeth High School,2018-19,0.49,0.51,0.17,0.02,0.46,0.28,56.2
8071,24,24Q585,Maspeth High School,2019-20,0.5,0.5,0.18,0.01,0.48,0.26,57.6
8072,24,24Q585,Maspeth High School,2020-21,0.51,0.49,0.17,0.02,0.52,0.23,58.5
8073,24,24Q585,Maspeth High School,2021-22,0.49,0.51,0.18,0.02,0.54,0.21,64.7
8074,24,24Q600,Queens Technical High School,2017-18,0.38,0.62,0.11,0.05,0.78,0.06,85.6
8075,24,24Q600,Queens Technical High School,2018-19,0.39,0.61,0.1,0.05,0.8,0.05,86.1
8076,24,24Q600,Queens Technical High School,2019-20,0.39,0.61,0.1,0.04,0.8,0.06,86.1
8077,24,24Q600,Queens Technical High School,2020-21,0.38,0.62,0.11,0.04,0.79,0.05,79.7
8078,24,24Q600,Queens Technical High School,2021-22,0.39,0.61,0.1,0.03,0.8,0.05,81.9
8079,24,24Q610,Aviation Career & Technical Education High School,2017-18,0.21,0.79,0.37,0.04,0.45,0.1,64.6
8080,24,24Q610,Aviation Career & Technical Education High School,2018-19,0.2,0.8,0.37,0.04,0.46,0.09,63.8
8081,24,24Q610,Aviation Career & Technical Education High School,2019-20,0.2,0.8,0.36,0.04,0.46,0.1,65.3
8082,24,24Q610,Aviation Career & Technical Education High School,2020-21,0.2,0.8,0.37,0.04,0.46,0.11,65.8
8083,24,24Q610,Aviation Career & Technical Education High School,2021-22,0.21,0.79,0.37,0.04,0.45,0.12,64.6
8084,24,24Q744,VOYAGES Preparatory,2017-18,0.38,0.62,0.08,0.16,0.69,0.06,77.1
8085,24,24Q744,VOYAGES Preparatory,2018-19,0.34,0.66,0.08,0.13,0.72,0.04,71.5
8086,24,24Q744,VOYAGES Preparatory,2019-20,0.43,0.57,0.06,0.15,0.72,0.04,82.5
8087,24,24Q744,VOYAGES Preparatory,2020-21,0.43,0.57,0.03,0.15,0.76,0.05,80.9
8088,24,24Q744,VOYAGES Preparatory,2021-22,0.38,0.62,0.04,0.15,0.74,0.05,84.6
2265,31,31R027,I.S. 027 Anning S. Prall,2015-16,48.0,52.0,9.8,23.5,39.9,25.0,67.6
2266,31,31R027,I.S. 027 Anning S. Prall,2013-14,47.6,52.4,10.7,21.7,40.2,25.4,70.7
2267,31,31R027,I.S. 027 Anning S. Prall,2014-15,49.2,50.8,11.1,22.5,39.0,25.0,67.9
2268,31,31R027,I.S. 027 Anning S. Prall,2016-17,50.1,49.9,10.0,24.0,39.8,25.2,73.2
2269,31,31R027,I.S. 027 Anning S. Prall,2017-18,49.3,50.7,9.0,21.9,40.7,27.1,72.4
2270,31,31R002,I.S. R002 George L. Egbert,2013-14,47.9,52.1,11.0,6.8,26.0,55.4,70.0
2271,31,31R002,I.S. R002 George L. Egbert,2014-15,49.3,50.7,9.3,6.6,29.5,53.9,67.9
2272,31,31R002,I.S. R002 George L. Egbert,2015-16,49.1,50.9,10.8,5.8,28.6,53.9,67.2
2273,31,31R002,I.S. R002 George L. Egbert,2016-17,50.1,49.9,10.1,5.7,28.8,53.6,66.1
2274,31,31R002,I.S. R002 George L. Egbert,2017-18,50.8,49.2,12.3,7.6,29.0,49.3,71.1
2275,31,31R007,I.S. 007 Elias Bernstein,2013-14,52.6,47.4,5.3,0.5,7.1,86.7,33.1
2276,31,31R007,I.S. 007 Elias Bernstein,2014-15,51.5,48.5,4.6,0.6,7.5,86.8,35.4
2277,31,31R007,I.S. 007 Elias Bernstein,2015-16,51.3,48.7,4.4,0.8,6.6,87.6,34.6
2278,31,31R007,I.S. 007 Elias Bernstein,2016-17,51.1,48.9,4.7,0.4,7.2,86.4,34.8
2279,31,31R007,I.S. 007 Elias Bernstein,2017-18,50.8,49.2,5.5,0.6,9.3,83.1,36.7
2280,31,31R024,I.S. 024 Myra S. Barnes,2013-14,46.5,53.5,3.5,1.2,11.5,83.0,41.9
2281,31,31R024,I.S. 024 Myra S. Barnes,2014-15,48.2,51.8,3.1,1.5,10.9,83.5,35.7
2282,31,31R024,I.S. 024 Myra S. Barnes,2015-16,47.3,52.7,3.3,1.2,11.6,83.0,34.1
2283,31,31R024,I.S. 024 Myra S. Barnes,2016-17,49.0,51.0,3.9,1.5,13.8,80.0,39.4
2284,31,31R024,I.S. 024 Myra S. Barnes,2017-18,47.5,52.5,5.1,1.2,14.8,77.9,43.6
2285,31,31R049,I.S. 49 Berta A. Dreyfus,2015-16,52.4,47.6,11.0,35.0,41.0,12.4,86.5
2286,31,31R049,I.S. 49 Berta A. Dreyfus,2013-14,46.8,53.2,11.4,35.3,39.5,13.0,88.8
2287,31,31R049,I.S. 49 Berta A. Dreyfus,2014-15,48.8,51.2,10.5,36.4,40.4,12.3,82.4
2288,31,31R049,I.S. 49 Berta A. Dreyfus,2016-17,52.9,47.1,9.8,32.9,45.0,11.0,84.4
2289,31,31R049,I.S. 49 Berta A. Dreyfus,2017-18,53.4,46.6,9.0,34.8,46.1,9.2,94.1
2290,31,31R028,The Eagle Academy for Young Men of Staten Island,2014-15,0.0,100.0,6.5,54.8,30.6,8.1,72.6
2291,31,31R028,The Eagle Academy for Young Men of Staten Island,2015-16,0.0,100.0,8.7,52.0,30.7,7.1,78.7
2292,31,31R028,The Eagle Academy for Young Men of Staten Island,2016-17,0.0,100.0,7.8,51.0,31.3,7.8,71.4
2293,31,31R028,The Eagle Academy for Young Men of Staten Island,2017-18,0.0,100.0,4.7,48.6,34.8,9.5,82.6
2294,31,31R034,I.S. 034 Tottenville,2013-14,49.2,50.8,2.4,0.3,11.2,85.4,32.3
2295,31,31R034,I.S. 034 Tottenville,2014-15,49.4,50.6,2.9,0.4,12.0,83.9,33.6
2296,31,31R034,I.S. 034 Tottenville,2015-16,49.0,51.0,3.7,0.3,10.8,84.6,33.3
2297,31,31R034,I.S. 034 Tottenville,2016-17,49.6,50.4,3.7,0.4,10.6,84.8,33.4
2298,31,31R034,I.S. 034 Tottenville,2017-18,50.0,50.0,4.0,0.6,11.2,83.6,34.2
2299,31,31R072,I.S. 072 Rocco Laurie,2017-18,46.6,53.4,22.5,4.7,26.8,44.7,64.4
2300,31,31R072,I.S. 072 Rocco Laurie,2013-14,48.4,51.6,21.5,6.5,24.7,46.7,65.8
2301,31,31R072,I.S. 072 Rocco Laurie,2014-15,48.8,51.2,22.5,4.5,22.3,49.9,61.6
2302,31,31R072,I.S. 072 Rocco Laurie,2015-16,45.3,54.7,20.1,5.0,24.1,49.9,63.6
2303,31,31R072,I.S. 072 Rocco Laurie,2016-17,44.7,55.3,22.2,4.5,25.6,46.5,62.2
2304,31,31R048,P.S. 048 William G. Wilcox,2013-14,49.8,50.2,18.5,4.6,17.8,57.0,45.6
2305,31,31R048,P.S. 048 William G. Wilcox,2014-15,49.2,50.8,17.3,4.0,17.4,59.8,43.2
2306,31,31R048,P.S. 048 William G. Wilcox,2015-16,49.1,50.9,17.2,3.9,17.7,59.5,42.4
2307,31,31R048,P.S. 048 William G. Wilcox,2016-17,49.7,50.3,18.7,4.3,17.0,58.3,42.8
2308,31,31R048,P.S. 048 William G. Wilcox,2017-18,49.8,50.2,19.6,3.9,17.5,57.2,41.5
2309,31,31R051,I.S. 051 Edwin Markham,2013-14,48.0,52.0,6.3,23.0,46.5,23.0,79.2
2310,31,31R051,I.S. 051 Edwin Markham,2014-15,49.1,50.9,5.7,22.3,46.0,24.6,74.4
2311,31,31R051,I.S. 051 Edwin Markham,2015-16,47.9,52.1,5.9,21.8,43.9,26.7,75.1
2312,31,31R051,I.S. 051 Edwin Markham,2016-17,50.0,50.0,6.4,23.8,42.7,25.8,76.4
2313,31,31R051,I.S. 051 Edwin Markham,2017-18,50.4,49.6,5.6,23.6,44.3,25.3,77.7
2314,31,31R061,I.S. 061 William A Morris,2013-14,52.1,47.9,3.6,34.7,42.4,18.4,77.9
2315,31,31R061,I.S. 061 William A Morris,2014-15,53.0,47.0,3.5,34.0,44.6,17.2,78.2
2316,31,31R061,I.S. 061 William A Morris,2015-16,54.7,45.3,4.7,33.5,44.2,16.5,77.5
2317,31,31R061,I.S. 061 William A Morris,2016-17,53.6,46.4,4.1,33.9,41.6,18.2,76.5
2318,31,31R061,I.S. 061 William A Morris,2017-18,54.5,45.5,4.0,32.8,45.6,15.3,82.2
2319,31,31R063,Marsh Avenue School for Expeditionary Learning,2013-14,52.3,47.7,11.3,6.5,18.7,62.6,49.3
2320,31,31R063,Marsh Avenue School for Expeditionary Learning,2014-15,54.1,45.9,11.3,7.7,17.6,61.9,45.9
2321,31,31R063,Marsh Avenue School for Expeditionary Learning,2015-16,54.4,45.6,9.9,6.8,20.1,61.6,41.3
2322,31,31R063,Marsh Avenue School for Expeditionary Learning,2016-17,55.9,44.1,8.9,6.7,22.5,60.1,43.9
2323,31,31R063,Marsh Avenue School for Expeditionary Learning,2017-18,54.7,45.3,8.9,6.5,24.2,59.0,37.0
2324,31,31R075,I.S. 075 Frank D. Paulo,2013-14,45.7,54.3,8.6,1.7,11.5,77.8,41.9
2325,31,31R075,I.S. 075 Frank D. Paulo,2014-15,47.1,52.9,8.0,1.7,11.1,78.7,38.8
2326,31,31R075,I.S. 075 Frank D. Paulo,2015-16,46.1,53.9,8.8,1.4,10.1,79.1,35.0
2327,31,31R075,I.S. 075 Frank D. Paulo,2016-17,47.8,52.2,9.0,1.5,11.4,77.1,33.6
2328,31,31R075,I.S. 075 Frank D. Paulo,2017-18,48.8,51.2,8.8,1.8,12.3,75.1,38.7
2329,31,31R080,The Michael J. Petrides School,2013-14,48.9,51.1,8.5,19.7,18.8,51.8,49.4
2330,31,31R080,The Michael J. Petrides School,2014-15,48.3,51.7,8.4,20.0,19.6,51.2,51.0
2331,31,31R080,The Michael J. Petrides School,2015-16,47.5,52.5,8.3,20.2,21.5,48.1,49.0
2332,31,31R080,The Michael J. Petrides School,2016-17,47.9,52.1,8.7,21.0,22.6,44.7,50.7
2333,31,31R080,The Michael J. Petrides School,2017-18,47.0,53.0,8.7,21.2,23.7,42.7,47.1
2334,31,31R861,Staten Island School of Civic Leadership,2013-14,47.6,52.4,10.1,21.2,39.7,25.9,77.3
2335,31,31R861,Staten Island School of Civic Leadership,2014-15,49.4,50.6,11.7,21.4,40.1,23.6,80.1
2336,31,31R861,Staten Island School of Civic Leadership,2015-16,49.3,50.7,12.1,21.4,41.2,22.5,80.2
2337,31,31R861,Staten Island School of Civic Leadership,2016-17,49.6,50.4,9.6,21.7,44.0,19.9,78.3
2338,31,31R861,Staten Island School of Civic Leadership,2017-18,51.5,48.5,12.5,20.2,43.0,20.1,78.6
9551,31,31R001,P.S. 001 Tottenville,2017-18,0.52,0.48,0.03,0.01,0.19,0.76,39.4
9552,31,31R001,P.S. 001 Tottenville,2018-19,0.53,0.47,0.04,0.01,0.19,0.76,40.8
9553,31,31R001,P.S. 001 Tottenville,2019-20,0.53,0.47,0.03,0.01,0.21,0.74,37.8
9554,31,31R001,P.S. 001 Tottenville,2020-21,0.52,0.48,0.02,0.01,0.25,0.7,36.9
9555,31,31R001,P.S. 001 Tottenville,2021-22,0.49,0.51,0.04,0.02,0.23,0.69,37.8
9556,31,31R002,I.S. R002 George L. Egbert,2017-18,0.51,0.49,0.12,0.08,0.29,0.49,71.6
9557,31,31R002,I.S. R002 George L. Egbert,2018-19,0.5,0.5,0.14,0.1,0.3,0.44,70.0
9558,31,31R002,I.S. R002 George L. Egbert,2019-20,0.49,0.51,0.17,0.1,0.3,0.41,73.8
9559,31,31R002,I.S. R002 George L. Egbert,2020-21,0.5,0.5,0.18,0.09,0.3,0.41,70.8
9560,31,31R002,I.S. R002 George L. Egbert,2021-22,0.51,0.49,0.22,0.06,0.3,0.39,73.9
9561,31,31R003,P.S. 003 The Margaret Gioiosa School,2017-18,0.46,0.54,0.07,0.0,0.13,0.78,30.0
9562,31,31R003,P.S. 003 The Margaret Gioiosa School,2018-19,0.48,0.52,0.07,0.0,0.14,0.77,33.2
9563,31,31R003,P.S. 003 The Margaret Gioiosa School,2019-20,0.49,0.51,0.09,0.01,0.15,0.73,29.3
9564,31,31R003,P.S. 003 The Margaret Gioiosa School,2020-21,0.49,0.51,0.1,0.01,0.15,0.72,31.9
9565,31,31R003,P.S. 003 The Margaret Gioiosa School,2021-22,0.49,0.51,0.11,0.01,0.14,0.72,29.8
9566,31,31R004,P.S. 004 Maurice Wollin,2017-18,0.43,0.57,0.1,0.02,0.19,0.68,38.1
9567,31,31R004,P.S. 004 Maurice Wollin,2018-19,0.43,0.57,0.12,0.03,0.19,0.63,39.2
9568,31,31R004,P.S. 004 Maurice Wollin,2019-20,0.43,0.57,0.13,0.02,0.19,0.62,35.0
9569,31,31R004,P.S. 004 Maurice Wollin,2020-21,0.42,0.58,0.13,0.01,0.21,0.62,34.4
9570,31,31R004,P.S. 004 Maurice Wollin,2021-22,0.44,0.56,0.16,0.02,0.2,0.59,42.3
9571,31,31R005,P.S. 005 Huguenot,2017-18,0.51,0.49,0.01,0.0,0.08,0.9,24.8
9572,31,31R005,P.S. 005 Huguenot,2018-19,0.53,0.47,0.04,0.0,0.07,0.88,22.0
9573,31,31R005,P.S. 005 Huguenot,2019-20,0.53,0.47,0.04,0.0,0.09,0.85,22.9
9574,31,31R005,P.S. 005 Huguenot,2020-21,0.56,0.44,0.04,0.0,0.08,0.84,27.0
9575,31,31R005,P.S. 005 Huguenot,2021-22,0.55,0.45,0.05,0.0,0.08,0.83,31.2
9576,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,2017-18,0.46,0.54,0.01,0.0,0.18,0.78,39.7
9577,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,2018-19,0.47,0.53,0.01,0.01,0.19,0.78,41.7
9578,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,2019-20,0.49,0.51,0.02,0.01,0.2,0.76,39.2
9579,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,2020-21,0.53,0.47,0.02,0.01,0.21,0.75,36.2
9580,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,2021-22,0.5,0.5,0.03,0.02,0.21,0.73,41.1
9581,31,31R007,I.S. 007 Elias Bernstein,2017-18,0.51,0.49,0.06,0.01,0.09,0.83,37.1
9582,31,31R007,I.S. 007 Elias Bernstein,2018-19,0.5,0.5,0.07,0.01,0.11,0.8,37.4
9583,31,31R007,I.S. 007 Elias Bernstein,2019-20,0.48,0.52,0.09,0.01,0.12,0.77,39.9
9584,31,31R007,I.S. 007 Elias Bernstein,2020-21,0.48,0.52,0.1,0.0,0.12,0.77,38.8
9585,31,31R007,I.S. 007 Elias Bernstein,2021-22,0.47,0.53,0.12,0.01,0.12,0.74,39.4
9586,31,31R008,P.S. 8 Shirlee Solomon,2017-18,0.47,0.53,0.09,0.01,0.15,0.73,35.4
9587,31,31R008,P.S. 8 Shirlee Solomon,2018-19,0.5,0.5,0.11,0.01,0.14,0.72,36.4
9588,31,31R008,P.S. 8 Shirlee Solomon,2019-20,0.48,0.52,0.14,0.01,0.13,0.7,36.4
9589,31,31R008,P.S. 8 Shirlee Solomon,2020-21,0.49,0.51,0.17,0.02,0.13,0.66,42.9
9590,31,31R008,P.S. 8 Shirlee Solomon,2021-22,0.5,0.5,0.22,0.02,0.14,0.6,47.2
9591,31,31R009,Naples Street Elementary School,2017-18,0.49,0.51,0.07,0.16,0.26,0.5,41.6
9592,31,31R009,Naples Street Elementary School,2018-19,0.47,0.53,0.06,0.14,0.28,0.51,37.4
9593,31,31R009,Naples Street Elementary School,2019-20,0.49,0.51,0.08,0.13,0.27,0.49,38.1
9594,31,31R009,Naples Street Elementary School,2020-21,0.48,0.52,0.1,0.13,0.27,0.49,42.3
9595,31,31R009,Naples Street Elementary School,2021-22,0.44,0.56,0.13,0.13,0.25,0.47,47.5
9596,31,31R010,Fort Hill Collaborative Elementary School,2017-18,0.49,0.51,0.1,0.27,0.53,0.08,89.7
9597,31,31R010,Fort Hill Collaborative Elementary School,2018-19,0.5,0.5,0.09,0.23,0.55,0.09,94.5
9598,31,31R010,Fort Hill Collaborative Elementary School,2019-20,0.56,0.44,0.06,0.21,0.59,0.09,95.0
9599,31,31R010,Fort Hill Collaborative Elementary School,2020-21,0.55,0.45,0.03,0.23,0.58,0.1,89.8
9600,31,31R010,Fort Hill Collaborative Elementary School,2021-22,0.53,0.47,0.04,0.22,0.59,0.07,92.1
9601,31,31R011,P.S. 11 Thomas Dongan School,2017-18,0.46,0.55,0.12,0.18,0.38,0.31,74.5
9602,31,31R011,P.S. 11 Thomas Dongan School,2018-19,0.47,0.53,0.1,0.17,0.4,0.32,78.0
9603,31,31R011,P.S. 11 Thomas Dongan School,2019-20,0.43,0.57,0.08,0.18,0.39,0.34,80.6
9604,31,31R011,P.S. 11 Thomas Dongan School,2020-21,0.43,0.57,0.12,0.16,0.38,0.31,81.5
9605,31,31R011,P.S. 11 Thomas Dongan School,2021-22,0.44,0.56,0.14,0.16,0.36,0.32,75.4
9606,31,31R013,P.S. 013 M. L. Lindemeyer,2017-18,0.5,0.5,0.2,0.15,0.43,0.2,66.3
9607,31,31R013,P.S. 013 M. L. Lindemeyer,2018-19,0.49,0.51,0.2,0.14,0.45,0.17,72.3
9608,31,31R013,P.S. 013 M. L. Lindemeyer,2019-20,0.48,0.52,0.21,0.13,0.48,0.16,73.5
9609,31,31R013,P.S. 013 M. L. Lindemeyer,2020-21,0.48,0.52,0.21,0.12,0.45,0.18,70.0
9610,31,31R013,P.S. 013 M. L. Lindemeyer,2021-22,0.46,0.54,0.24,0.12,0.43,0.17,72.5
9611,31,31R016,P.S. 016 John J. Driscoll,2017-18,0.51,0.49,0.06,0.3,0.56,0.07,95.0
9612,31,31R016,P.S. 016 John J. Driscoll,2018-19,0.5,0.5,0.06,0.28,0.55,0.09,95.0
9613,31,31R016,P.S. 016 John J. Driscoll,2019-20,0.51,0.49,0.07,0.28,0.56,0.06,95.0
9614,31,31R016,P.S. 016 John J. Driscoll,2020-21,0.49,0.51,0.06,0.28,0.58,0.06,95.0
9615,31,31R016,P.S. 016 John J. Driscoll,2021-22,0.51,0.49,0.05,0.26,0.61,0.06,95.0
9616,31,31R018,P.S. 018 John G. Whittier,2017-18,0.47,0.53,0.04,0.45,0.45,0.04,91.6
9617,31,31R018,P.S. 018 John G. Whittier,2018-19,0.48,0.52,0.05,0.45,0.44,0.04,91.2
9618,31,31R018,P.S. 018 John G. Whittier,2019-20,0.5,0.5,0.04,0.44,0.45,0.06,90.5
9619,31,31R018,P.S. 018 John G. Whittier,2020-21,0.51,0.49,0.02,0.4,0.49,0.06,91.0
9620,31,31R018,P.S. 018 John G. Whittier,2021-22,0.5,0.5,0.02,0.41,0.46,0.08,87.1
9621,31,31R019,P.S. 019 The Curtis School,2017-18,0.51,0.49,0.05,0.12,0.72,0.08,85.1
9622,31,31R019,P.S. 019 The Curtis School,2018-19,0.5,0.5,0.06,0.13,0.71,0.07,86.3
9623,31,31R019,P.S. 019 The Curtis School,2019-20,0.5,0.5,0.07,0.12,0.72,0.06,88.6
9624,31,31R019,P.S. 019 The Curtis School,2020-21,0.49,0.51,0.06,0.12,0.76,0.05,84.1
9625,31,31R019,P.S. 019 The Curtis School,2021-22,0.48,0.52,0.05,0.09,0.78,0.06,87.1
9626,31,31R020,P.S. 020 Port Richmond,2017-18,0.5,0.5,0.0,0.17,0.76,0.04,95.0
9627,31,31R020,P.S. 020 Port Richmond,2018-19,0.49,0.51,0.01,0.16,0.76,0.04,94.5
9628,31,31R020,P.S. 020 Port Richmond,2019-20,0.47,0.53,0.01,0.17,0.74,0.06,95.0
9629,31,31R020,P.S. 020 Port Richmond,2020-21,0.47,0.53,0.02,0.16,0.75,0.05,93.8
9630,31,31R020,P.S. 020 Port Richmond,2021-22,0.46,0.54,0.02,0.14,0.78,0.04,92.3
