,District,School_DBN,School_Name,Year,% Female,% Male,% Asian,% Black,% Hispanic,% White,% Poverty
4846,10,10X244,The New School for Leadership and Journalism,2017-18,0.49,0.51,0.04,0.12,0.8,0.02,95.0
4847,10,10X244,The New School for Leadership and Journalism,2018-19,0.47,0.53,0.04,0.11,0.83,0.02,95.0
4848,10,10X244,The New School for Leadership and Journalism,2019-20,0.47,0.53,0.02,0.09,0.87,0.01,95.0
4849,10,10X244,The New School for Leadership and Journalism,2020-21,0.48,0.52,0.02,0.08,0.88,0.02,95.0
4850,10,10X244,The New School for Leadership and Journalism,2021-22,0.5,0.5,0.02,0.08,0.87,0.02,95.0
4851,10,10X246,P.S. 246 Poe Center,2017-18,0.47,0.53,0.03,0.08,0.83,0.04,93.8
4852,10,10X246,P.S. 246 Poe Center,2018-19,0.46,0.54,0.02,0.07,0.86,0.04,92.4
4853,10,10X246,P.S. 246 Poe Center,2019-20,0.46,0.54,0.03,0.08,0.86,0.03,95.0
4854,10,10X246,P.S. 246 Poe Center,2020-21,0.45,0.55,0.03,0.08,0.86,0.02,95.0
4855,10,10X246,P.S. 246 Poe Center,2021-22,0.46,0.54,0.03,0.09,0.83,0.04,95.0
4856,10,10X254,I.S. 254,2017-18,0.48,0.52,0.02,0.18,0.79,0.01,90.6
4857,10,10X254,I.S. 254,2018-19,0.49,0.51,0.02,0.16,0.81,0.01,89.7
4858,10,10X254,I.S. 254,2019-20,0.51,0.49,0.02,0.14,0.82,0.0,90.0
4859,10,10X254,I.S. 254,2020-21,0.51,0.49,0.02,0.13,0.84,0.01,91.1
4860,10,10X254,I.S. 254,2021-22,0.49,0.51,0.02,0.13,0.84,0.01,88.3
4861,10,10X264,Bronx Academy for Software Engineering (BASE),2017-18,0.19,0.81,0.07,0.29,0.59,0.03,72.1
4862,10,10X264,Bronx Academy for Software Engineering (BASE),2018-19,0.23,0.77,0.06,0.27,0.61,0.03,76.1
4863,10,10X264,Bronx Academy for Software Engineering (BASE),2019-20,0.21,0.79,0.05,0.28,0.63,0.03,78.0
4864,10,10X264,Bronx Academy for Software Engineering (BASE),2020-21,0.19,0.81,0.04,0.28,0.63,0.02,82.8
4865,10,10X264,Bronx Academy for Software Engineering (BASE),2021-22,0.17,0.83,0.03,0.26,0.66,0.02,80.4
4866,10,10X268,Kingsbridge International High School,2017-18,0.52,0.48,0.04,0.03,0.88,0.04,95.0
4867,10,10X268,Kingsbridge International High School,2018-19,0.51,0.49,0.03,0.03,0.9,0.03,95.0
4868,10,10X268,Kingsbridge International High School,2019-20,0.47,0.53,0.02,0.02,0.93,0.01,95.0
4869,10,10X268,Kingsbridge International High School,2020-21,0.45,0.55,0.02,0.03,0.92,0.02,95.0
4870,10,10X268,Kingsbridge International High School,2021-22,0.45,0.55,0.03,0.03,0.92,0.01,95.0
4871,10,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2017-18,0.47,0.53,0.04,0.16,0.79,0.0,95.0
4872,10,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2018-19,0.47,0.53,0.03,0.16,0.8,0.0,95.0
4873,10,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2019-20,0.48,0.52,0.03,0.16,0.79,0.0,95.0
4874,10,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2020-21,0.49,0.51,0.03,0.16,0.79,0.01,95.0
4875,10,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2021-22,0.49,0.51,0.03,0.15,0.8,0.01,95.0
4876,10,10X280,P.S./M.S. 280 Mosholu Parkway,2017-18,0.48,0.52,0.1,0.08,0.75,0.06,95.0
4877,10,10X280,P.S./M.S. 280 Mosholu Parkway,2018-19,0.5,0.5,0.1,0.08,0.77,0.05,94.0
4878,10,10X280,P.S./M.S. 280 Mosholu Parkway,2019-20,0.48,0.52,0.09,0.08,0.78,0.05,93.9
4879,10,10X280,P.S./M.S. 280 Mosholu Parkway,2020-21,0.48,0.52,0.1,0.09,0.76,0.05,92.7
4880,10,10X280,P.S./M.S. 280 Mosholu Parkway,2021-22,0.51,0.49,0.1,0.1,0.75,0.04,91.8
4881,10,10X284,Bronx School of Law and Finance,2017-18,0.45,0.55,0.01,0.26,0.69,0.03,87.6
4882,10,10X284,Bronx School of Law and Finance,2018-19,0.5,0.5,0.01,0.22,0.72,0.03,88.3
4883,10,10X284,Bronx School of Law and Finance,2019-20,0.51,0.49,0.01,0.19,0.76,0.03,88.3
4884,10,10X284,Bronx School of Law and Finance,2020-21,0.55,0.45,0.01,0.2,0.75,0.02,87.9
4885,10,10X284,Bronx School of Law and Finance,2021-22,0.55,0.45,0.02,0.2,0.73,0.03,86.4
4886,10,10X291,P.S. 291,2017-18,0.49,0.51,0.01,0.09,0.89,0.01,95.0
4887,10,10X291,P.S. 291,2018-19,0.49,0.51,0.01,0.08,0.92,0.0,95.0
4888,10,10X291,P.S. 291,2019-20,0.48,0.52,0.0,0.08,0.92,0.0,95.0
4889,10,10X291,P.S. 291,2020-21,0.46,0.54,0.01,0.07,0.91,0.01,95.0
4890,10,10X291,P.S. 291,2021-22,0.46,0.54,0.01,0.07,0.91,0.02,95.0
4891,10,10X306,P.S. 306,2017-18,0.53,0.47,0.01,0.26,0.72,0.01,90.2
4892,10,10X306,P.S. 306,2018-19,0.52,0.48,0.01,0.25,0.73,0.01,89.1
4893,10,10X306,P.S. 306,2019-20,0.5,0.5,0.01,0.25,0.72,0.0,91.7
4894,10,10X306,P.S. 306,2020-21,0.47,0.53,0.01,0.26,0.72,0.0,92.0
4895,10,10X306,P.S. 306,2021-22,0.48,0.52,0.01,0.27,0.71,0.0,90.1
4896,10,10X307,Luisa Pineiro Fuentes School of Science and Discov,2017-18,0.49,0.51,0.06,0.06,0.87,0.02,87.0
4897,10,10X307,Luisa Pineiro Fuentes School of Science and Discov,2018-19,0.46,0.54,0.06,0.05,0.87,0.02,84.2
4898,10,10X307,Luisa Pineiro Fuentes School of Science and Discov,2019-20,0.46,0.54,0.07,0.07,0.85,0.02,85.0
4899,10,10X307,Luisa Pineiro Fuentes School of Science and Discov,2020-21,0.49,0.51,0.08,0.06,0.84,0.01,87.5
4900,10,10X307,Luisa Pineiro Fuentes School of Science and Discov,2021-22,0.48,0.52,0.07,0.06,0.85,0.02,87.2
4901,10,10X308,Bronx Dance Academy School,2017-18,0.77,0.23,0.02,0.22,0.76,0.01,93.7
4902,10,10X308,Bronx Dance Academy School,2018-19,0.74,0.26,0.02,0.19,0.78,0.01,92.3
4903,10,10X308,Bronx Dance Academy School,2019-20,0.76,0.24,0.02,0.18,0.78,0.02,91.2
4904,10,10X308,Bronx Dance Academy School,2020-21,0.73,0.27,0.02,0.17,0.78,0.02,87.9
4905,10,10X308,Bronx Dance Academy School,2021-22,0.75,0.25,0.02,0.18,0.76,0.02,90.0
4906,10,10X310,P.S. 310 Marble Hill,2017-18,0.47,0.53,0.02,0.12,0.83,0.03,95.0
4907,10,10X310,P.S. 310 Marble Hill,2018-19,0.51,0.49,0.02,0.1,0.85,0.02,93.9
4908,10,10X310,P.S. 310 Marble Hill,2019-20,0.52,0.48,0.02,0.08,0.87,0.02,93.4
4909,10,10X310,P.S. 310 Marble Hill,2020-21,0.51,0.49,0.02,0.09,0.87,0.02,92.5
4910,10,10X310,P.S. 310 Marble Hill,2021-22,0.48,0.52,0.02,0.11,0.85,0.01,92.6
4911,10,10X315,P.S. 315 Lab School,2017-18,0.49,0.51,0.01,0.13,0.84,0.0,95.0
4912,10,10X315,P.S. 315 Lab School,2018-19,0.51,0.49,0.02,0.14,0.83,0.0,93.9
4913,10,10X315,P.S. 315 Lab School,2019-20,0.52,0.48,0.02,0.12,0.84,0.01,93.4
4914,10,10X315,P.S. 315 Lab School,2020-21,0.51,0.49,0.02,0.12,0.84,0.01,94.2
4915,10,10X315,P.S. 315 Lab School,2021-22,0.51,0.49,0.02,0.12,0.81,0.03,92.1
4916,10,10X319,Providing Urban Learners Success In Education High,2017-18,0.52,0.48,0.0,0.11,0.57,0.0,92.9
4917,10,10X319,Providing Urban Learners Success In Education High,2018-19,0.56,0.44,0.0,0.09,0.59,0.0,92.6
4918,10,10X319,Providing Urban Learners Success In Education High,2019-20,0.45,0.55,0.0,0.06,0.62,0.0,91.1
4919,10,10X319,Providing Urban Learners Success In Education High,2020-21,0.41,0.59,0.0,0.06,0.71,0.01,91.6
4920,10,10X319,Providing Urban Learners Success In Education High,2021-22,0.47,0.53,0.0,0.13,0.66,0.01,90.3
4921,10,10X331,The Bronx School of Young Leaders,2017-18,0.48,0.52,0.02,0.25,0.73,0.0,89.2
